player_id,team_id,season,injury_start_date,injury_end_date,duration_days,reasoning,player_name,team_name
1628470,1610612754,2021-22,2022-01-07,2022-01-10,3,placed on IL with NBA health and safety protocols,Torrey Craig,Pacers
1628470,1610612756,2022-23,2022-12-02,2022-12-07,5,placed on IL with strained right groin,Torrey Craig,Suns
1628476,1610612765,2021-22,2022-01-02,2022-01-04,2,placed on IL,Derrick Walton Jr.,Pistons
1628539,1610612753,2021-22,2021-12-22,2022-01-02,11,placed on IL with NBA health and safety protocols,Mychal Mulder,Magic
1628960,1610612749,2021-22,2021-12-04,2022-04-16,31,placed on IL with illness; placed on IL with NBA health and safety protocols; placed on IL with right hip injury; placed on IL with sore left hip; placed on IL with sore left hip; placed on IL with sore left hip,Grayson Allen,Bucks
1628960,1610612749,2022-23,2022-11-11,2023-04-16,27,placed on IL with illness; placed on IL with sprained right ankle; placed on IL with right foot injury; placed on IL with sprained right ankle; placed on IL with sore right foot; placed on IL with sprained right ankle,Grayson Allen,Bucks
1628962,1610612762,2021-22,2021-11-27,2022-01-16,45,placed on IL with right ankle injury; placed on IL with NBA health and safety protocols,Udoka Azubuike,Jazz
1628962,1610612762,2022-23,2022-10-19,2023-01-14,13,placed on IL recovering from surgery on right ankle; placed on IL with NBA health and safety protocols,Udoka Azubuike,Jazz
1628963,1610612758,2021-22,2021-11-30,2022-02-14,31,placed on IL with illness; placed on IL with NBA health and safety protocols; placed on IL with sore right shoulder; placed on IL with sprained left ankle,Marvin Bagley III,Kings
1628963,1610612765,2021-22,2022-02-27,2022-03-04,5,placed on IL with sprained left ankle,Marvin Bagley III,Pistons
1628963,1610612765,2022-23,2022-10-12,2023-02-25,88,placed on IL with sprained MCL in right knee; placed on IL with illness; placed on IL with fractured right hand,Marvin Bagley III,Pistons
1628966,1610612759,2021-22,2021-11-10,2022-03-23,31,placed on IL with bruised lower back; placed on IL with sprained right ankle; placed on IL with NBA health and safety protocols; placed on IL with conditioning; placed on IL with facial injury; placed on IL with sore lower back; placed on IL with sore lower back,Keita Bates-Diop,Spurs
1628966,1610612759,2022-23,2022-12-08,2023-01-06,10,placed on IL with sprained left foot; placed on IL with illness,Keita Bates-Diop,Spurs
1628970,1610612766,2021-22,2021-12-26,2022-01-02,7,placed on IL with NBA health and safety protocols,Miles Bridges,Hornets
1628971,1610612743,2022-23,2022-12-28,2023-04-09,3,placed on IL with sprained right ankle; placed on IL with left knee inflammation,Bruce Brown,Nuggets
1628971,1610612751,2021-22,2021-11-21,2022-04-04,8,placed on IL with left hamstring injury; placed on IL with illness,Bruce Brown,Nets
1628972,1610612741,2021-22,2021-12-12,2021-12-26,14,placed on IL with NBA health and safety protocols,Troy Brown Jr.,Bulls
1628972,1610612747,2022-23,2022-10-18,2023-01-12,8,placed on IL with back injury; placed on IL with strained left quadriceps,Troy Brown Jr.,Lakers
1628973,1610612742,2021-22,2021-11-27,2022-03-13,6,placed on IL with left foot injury; placed on IL with bruised right foot; placed on IL with bruised right thigh,Jalen Brunson,Mavericks
1628973,1610612752,2022-23,2022-12-29,2023-04-15,20,placed on IL with sore right hip; placed on IL with sore left foot; placed on IL with sprained right hand; placed on IL with right hand injury,Jalen Brunson,Knicks
1628975,1610612749,2022-23,2023-04-04,2023-04-05,1,placed on IL with foot injury,Jevon Carter,Bucks
1628975,1610612751,2021-22,2021-12-16,2021-12-23,7,placed on IL with NBA health and safety protocols,Jevon Carter,Nets
1628976,1610612753,2021-22,2022-01-09,2022-03-27,21,placed on IL with left hamstring injury; placed on IL with illness; placed on IL with sprained left ankle; placed on IL with sprained left ankle,Wendell Carter Jr.,Magic
1628976,1610612753,2022-23,2023-03-05,2023-04-09,9,placed on IL with left hip injury; placed on IL with sore left hip,Wendell Carter Jr.,Magic
1628977,1610612765,2021-22,2021-12-05,2021-12-08,3,placed on IL with facial injury,Hamidou Diallo,Pistons
1628978,1610612744,2022-23,2022-10-24,2022-12-25,23,placed on IL with hamstring injury; placed on IL with illness,Donte DiVincenzo,Warriors
1628978,1610612749,2021-22,2021-12-14,2022-01-10,20,placed on IL with NBA health and safety protocols; placed on IL with sprained left ankle,Donte DiVincenzo,Bucks
1628981,1610612738,2021-22,2021-10-30,2022-01-02,22,placed on IL; placed on IL with lower back spasms; placed on IL with NBA health and safety protocols,Bruno Fernando,Celtics
1628983,1610612760,2021-22,2021-11-22,2022-03-21,40,placed on IL with sprained right ankle; placed on IL with concussion; placed on IL with sore right ankle; placed on IL with NBA health and safety protocols; placed on IL with sprained right ankle; placed on IL with sore right ankle,Shai Gilgeous-Alexander,Thunder
1628983,1610612760,2022-23,2022-11-30,2023-03-31,8,placed on IL with bruised left hip; placed on IL with NBA health and safety protocols; placed on IL with strained abdominal; placed on IL with sprained left ankle,Shai Gilgeous-Alexander,Thunder
1628984,1610612740,2021-22,2021-11-19,2022-04-13,9,placed on IL with sore left foot; placed on IL with right hip injury; placed on IL with sore right knee,Devonte' Graham,Pelicans
1628984,1610612759,2022-23,2023-03-19,2023-03-24,4,placed on IL with left quadriceps tendon injury; placed on IL with right quadriceps injury,Devonte' Graham,Spurs
1628988,1610612737,2022-23,2023-02-09,2023-02-11,2,placed on IL with illness,Aaron Holiday,Hawks
1628988,1610612756,2021-22,2022-02-25,2022-02-27,2,placed on IL with sore right ankle,Aaron Holiday,Suns
1628988,1610612764,2021-22,2021-12-01,2022-01-06,12,placed on IL with illness; placed on IL with NBA health and safety protocols,Aaron Holiday,Wizards
1628989,1610612737,2021-22,2021-12-22,2022-03-09,12,placed on IL with NBA health and safety protocols; placed on IL with sore left shoulder,Kevin Huerter,Hawks
1628989,1610612758,2022-23,2023-01-11,2023-03-24,11,placed on IL with illness; placed on IL with right hamstring injury / knee injury,Kevin Huerter,Kings
1628990,1610612756,2021-22,2021-11-17,2021-11-18,1,placed on IL with illness,Chandler Hutchison,Suns
1628991,1610612763,2021-22,2021-12-11,2022-04-15,12,placed on IL with sore left knee; placed on IL with right thigh injury; placed on IL with right thigh injury; placed on IL with left thigh injury,Jaren Jackson Jr.,Grizzlies
1628991,1610612763,2022-23,2022-10-17,2023-04-16,44,placed on IL with recovering from surgery on right foot to repair stress fracture; placed on IL with right foot injury; placed on IL with right foot injury; placed on IL with right thigh injury; placed on IL with calf injury; placed on IL with sore left elbow,Jaren Jackson Jr.,Grizzlies
1628993,1610612741,2021-22,2021-12-13,2021-12-23,10,placed on IL with NBA health and safety protocols,Alize Johnson,Bulls
1628995,1610612752,2021-22,2021-12-16,2021-12-28,12,placed on IL with NBA health and safety protocols,Kevin Knox II,Knicks
1628997,1610612748,2021-22,2021-10-25,2022-04-02,44,placed on IL; placed on IL; placed on IL with NBA health and safety protocols; placed on IL with left Achilles injury; placed on IL with left Achilles injury; placed on IL with hyperextended left knee; placed on IL with right calf injury,Caleb Martin,Heat
1628997,1610612748,2022-23,2022-12-20,2023-03-13,14,placed on IL with sprained left ankle; placed on IL with sprained left ankle; placed on IL with strained left quadriceps; placed on IL with sore left knee,Caleb Martin,Heat
1628998,1610612766,2021-22,2021-12-19,2022-02-25,26,placed on IL with NBA health and safety protocols; placed on IL with sore left ankle,Cody Martin,Hornets
1629001,1610612755,2022-23,2022-12-13,2023-04-15,11,placed on IL with back injury; placed on IL with calf injury,De'Anthony Melton,76ers
1629001,1610612763,2021-22,2021-11-19,2022-01-06,18,placed on IL with sore right groin; placed on IL with NBA health and safety protocols,De'Anthony Melton,Grizzlies
1629002,1610612758,2021-22,2022-01-04,2022-01-29,9,placed on IL with NBA health and safety protocols; placed on IL with sore left knee,Chimezie Metu,Kings
1629002,1610612758,2022-23,2023-01-23,2023-01-25,2,placed on IL with left leg injury,Chimezie Metu,Kings
1629003,1610612755,2021-22,2021-10-19,2022-02-11,58,placed on IL with sprained right ankle; placed on IL with NBA health and safety protocols; placed on IL with back injury,Shake Milton,76ers
1629004,1610612761,2021-22,2022-01-04,2022-01-06,2,placed on IL with NBA health and safety protocols,Sviatoslav Mykhailiuk / Svi Mykhailiuk,Raptors
1629006,1610612750,2021-22,2021-11-17,2022-02-08,24,placed on IL with back spasms; placed on IL with NBA health and safety protocols; placed on IL with bruised right quadriceps,Josh Okogie,Timberwolves
1629006,1610612756,2022-23,2022-12-20,2023-01-21,5,placed on IL with right hip injury; placed on IL with fractured nose,Josh Okogie,Suns
1629008,1610612743,2022-23,2022-10-26,2022-12-23,32,placed on IL with back injury; placed on IL with bruised left heel,Michael Porter Jr.,Nuggets
1629011,1610612752,2021-22,2021-11-08,2022-02-10,13,placed on IL with hip flexor injury; placed on IL with concussion; placed on IL with NBA health and safety protocols; placed on IL with sprained left ankle; placed on IL with sore lower back,Mitchell Robinson,Knicks
1629011,1610612752,2022-23,2022-11-05,2023-02-24,50,placed on IL with sprained right knee; placed on IL with fractured right thumb,Mitchell Robinson,Knicks
1629012,1610612762,2022-23,2022-12-08,2023-04-04,55,placed on IL with strained right hamstring; placed on IL with strained left hamstring,Collin Sexton,Jazz
1629013,1610612756,2021-22,2022-01-04,2022-02-23,29,placed on IL with NBA health and safety protocols; placed on IL with sprained right ankle,Landry Shamet,Suns
1629013,1610612756,2022-23,2022-10-19,2023-03-19,79,placed on IL with hip injury; placed on IL with concussion; placed on IL with right Achilles injury; placed on IL with sore right foot,Landry Shamet,Suns
1629014,1610612757,2021-22,2021-11-24,2022-01-02,14,placed on IL with illness; placed on IL with sprained right ankle; placed on IL with NBA health and safety protocols,Anfernee Simons,Blazers
1629014,1610612757,2022-23,2022-11-04,2023-03-10,23,placed on IL with left foot injury; placed on IL with sprained right ankle; placed on IL with sprained right ankle,Anfernee Simons,Blazers
1629018,1610612761,2021-22,2021-11-28,2022-03-28,31,placed on IL with right calf injury; placed on IL with NBA health and safety protocols; placed on IL with left ankle injury; placed on IL with left big toe injury,Gary Trent Jr.,Raptors
1629018,1610612761,2022-23,2022-11-16,2023-04-05,29,placed on IL with sore right hip; placed on IL with sore left quadriceps; placed on IL with strained left calf; placed on IL with stiffness in right elbow,Gary Trent Jr.,Raptors
1629020,1610612750,2021-22,2021-12-20,2022-03-16,17,placed on IL with NBA health and safety protocols; placed on IL with bruised left quadricep; placed on IL with bruised left quadricep,Jarred Vanderbilt,Timberwolves
1629020,1610612762,2022-23,2022-11-06,2022-11-09,3,placed on IL with right adductor injury,Jarred Vanderbilt,Jazz
1629021,1610612753,2021-22,2021-12-17,2022-03-05,39,placed on IL with NBA health and safety protocols; placed on IL with illness; placed on IL with rib injury,Moritz Wagner / Moe Wagner,Magic
1629022,1610612747,2022-23,2022-11-07,2023-01-28,7,placed on IL with illness; placed on IL with left knee tendinitis,Lonnie Walker IV,Lakers
1629022,1610612759,2021-22,2021-12-15,2022-04-08,27,placed on IL with gastroenteritis; placed on IL with NBA health and safety protocols; placed on IL with sore right knee; placed on IL with stomach illness; placed on IL with lower back spasms; placed on IL with tightness in lower back,Lonnie Walker IV,Spurs
1629023,1610612743,2021-22,2021-11-24,2022-02-10,78,placed on IL with torn ACL in left knee,P.J. Dozier,Nuggets
1629023,1610612766,2021-22,2021-10-25,2022-01-05,33,placed on IL with sprained right knee; placed on IL with left elbow injury; placed on IL with NBA health and safety protocols,P.J. Washington,Hornets
1629023,1610612766,2022-23,2023-02-25,2023-03-05,8,placed on IL with sprained right foot,P.J. Washington,Hornets
1629026,1610612760,2021-22,2021-11-28,2022-01-20,14,placed on IL with sprained right ankle; placed on IL with NBA health and safety protocols,Kenrich Williams,Thunder
1629026,1610612760,2022-23,2022-12-05,2022-12-17,12,placed on IL with sprained right knee,Kenrich Williams,Thunder
1629027,1610612737,2021-22,2021-12-19,2022-03-20,15,placed on IL with NBA health and safety protocols; placed on IL with bruised lower back; placed on IL with right shoulder injury; placed on IL with bruised left quadricep,Trae Young,Hawks
1629027,1610612737,2022-23,2022-12-28,2023-04-11,12,placed on IL with left calf injury; placed on IL with illness; placed on IL with sore right ankle; placed on IL with illness; placed on IL with illness; placed on IL with right groin injury,Trae Young,Hawks
1629028,1610612756,2021-22,2021-12-27,2022-02-01,23,placed on IL with NBA health and safety protocols; placed on IL with sprained right ankle,Deandre Ayton,Suns
1629028,1610612756,2022-23,2022-12-15,2023-03-27,12,placed on IL with sprained left ankle; placed on IL with bruised right hip,Deandre Ayton,Suns
1629029,1610612742,2021-22,2021-11-16,2022-04-23,37,placed on IL with left ankle and knee injuries; placed on IL with sore left ankle; placed on IL with NBA health and safety protocols; placed on IL with sprained right ankle; placed on IL with toe injury; placed on IL with sore right ankle; placed on IL with strained left calf,Luka Doncic,Mavericks
1629029,1610612742,2022-23,2023-01-08,2023-03-22,27,placed on IL with sore left ankle; placed on IL with sore left ankle; placed on IL with sprained left ankle; placed on IL with bruised right heel; placed on IL with strained left thigh,Luka Doncic,Mavericks
1629033,1610612742,2021-22,2022-02-14,2022-04-04,49,placed on IL with fractured finger,Theo Pinson,Mavericks
1629048,1610612754,2021-22,2021-11-13,2022-02-06,19,placed on IL with illness; placed on IL with NBA health and safety protocols; placed on IL with sore right foot,Goga Bitadze,Pacers
1629056,1610612758,2021-22,2021-11-10,2022-01-07,19,placed on IL with sore left ankle; placed on IL with NBA health and safety protocols; placed on IL with sore left ankle,Terence Davis,Kings
1629056,1610612758,2022-23,2022-12-07,2022-12-11,4,placed on IL with lower back injury,Terence Davis,Kings
1629057,1610612738,2021-22,2021-10-30,2022-05-23,59,placed on IL with illness; placed on IL with sore left knee; placed on IL with illness; placed on IL with right big toe injury; placed on IL with tightness in right calf; placed on IL with right knee injury; placed on IL with torn meniscus in left knee; placed on IL with sore left knee; placed on IL with sore left knee,Robert Williams III,Celtics
1629057,1610612738,2022-23,2022-12-23,2023-03-21,37,placed on IL; placed on IL; placed on IL with left knee injury; placed on IL with left knee injury; placed on IL with sprained left ankle; placed on IL with strained left hamstring,Robert Williams III,Celtics
1629060,1610612764,2021-22,2021-12-28,2022-02-17,13,placed on IL with NBA health and safety protocols; placed on IL with sprained right ankle,Rui Hachimura,Wizards
1629060,1610612764,2022-23,2022-11-20,2022-12-22,32,placed on IL with sore right ankle,Rui Hachimura,Wizards
1629067,1610612761,2021-22,2021-12-26,2022-04-10,15,placed on IL with NBA health and safety protocols; placed on IL with right big toe injury; placed on IL with right big toe injury,Isaac Bonga,Raptors
1629076,1610612741,2021-22,2022-01-03,2022-01-19,16,placed on IL with sprained left ankle,Tyler Cook,Bulls
1629103,1610612754,2021-22,2021-10-19,2022-01-06,19,placed on IL with strained left hamstring; placed on IL with NBA health and safety protocols,Kelan Martin,Pacers
1629111,1610612756,2022-23,2022-12-19,2022-12-23,4,placed on IL with concussion,Jock Landale,Suns
1629111,1610612759,2021-22,2021-11-10,2022-04-08,25,placed on IL with NBA health and safety protocols; placed on IL with back injury; placed on IL with concussion; placed on IL with sprained right foot,Jock Landale,Spurs
1629117,1610612747,2022-23,2022-12-06,2022-12-19,13,placed on IL with sprained left shoulder,Wenyen Gabriel,Lakers
1629130,1610612748,2021-22,2021-12-30,2022-01-05,6,placed on IL with NBA health and safety protocols,Duncan Robinson,Heat
1629130,1610612748,2022-23,2023-01-04,2023-03-13,45,placed on IL with surgery on finger; placed on IL with illness,Duncan Robinson,Heat
1629139,1610612751,2022-23,2022-11-09,2023-03-05,27,placed on IL with sprained left ankle; placed on IL with right hamstring injury; placed on IL with back injury; placed on IL with sore back,Yuta Watanabe,Nets
1629139,1610612761,2021-22,2021-10-19,2022-04-08,51,placed on IL with strained left calf; placed on IL with strained left calf; placed on IL with NBA health and safety protocols; placed on IL with left quadriceps injury,Yuta Watanabe,Raptors
1629162,1610612750,2021-22,2022-01-15,2022-03-12,9,placed on IL with NBA health and safety protocols; placed on IL with right groin injury,Jordan McLaughlin,Timberwolves
1629162,1610612750,2022-23,2022-10-30,2022-12-03,12,placed on IL with heel injury; placed on IL with strained left calf,Jordan McLaughlin,Timberwolves
1629216,1610612748,2021-22,2021-12-29,2022-04-04,21,placed on IL with NBA health and safety protocols; placed on IL with right big toe injury; placed on IL with right big toe injury,Gabe Vincent,Heat
1629216,1610612748,2022-23,2022-12-06,2023-05-27,19,placed on IL with left knee injury; placed on IL with sprained left ankle,Gabe Vincent,Heat
1629234,1610612757,2022-23,2022-11-25,2022-11-27,2,placed on IL with back injury,Drew Eubanks,Blazers
1629234,1610612759,2021-22,2022-01-12,2022-01-14,2,placed on IL with stomach illness,Drew Eubanks,Spurs
1629308,1610612744,2021-22,2022-01-06,2022-01-09,3,placed on IL with sore left ankle,Juan Toscano-Anderson,Warriors
1629308,1610612747,2022-23,2022-11-18,2022-12-28,24,placed on IL; placed on IL with sprained right ankle,Juan Toscano-Anderson,Lakers
1629597,1610612748,2021-22,2021-12-29,2022-01-01,3,placed on IL with NBA health and safety protocols,Zylan Cheatham,Heat
1629598,1610612737,2021-22,2022-01-06,2022-01-08,2,placed on IL with NBA health and safety protocols,Chris Clemons,Hawks
1629607,1610612740,2021-22,2021-12-26,2021-12-26,0,placed on IL,Jared Harper,Pelicans
1629611,1610612746,2021-22,2021-11-16,2021-11-18,2,placed on IL with sprained left ankle,Terance Mann,Clippers
1629611,1610612746,2022-23,2022-12-08,2022-12-10,2,placed on IL with concussion,Terance Mann,Clippers
1629614,1610612754,2022-23,2023-01-24,2023-01-27,3,placed on IL with illness,Andrew Nembhard,Pacers
1629617,1610612754,2021-22,2022-02-06,2022-02-14,8,placed on IL with ineligible,Reggie Perry,Pacers
1629619,1610612755,2021-22,2021-12-30,2022-01-05,6,placed on IL with NBA health and safety protocols,Myles Powell,76ers
1629622,1610612748,2021-22,2021-11-01,2022-02-07,19,placed on IL with sprained left knee; placed on IL with NBA health and safety protocols; placed on IL with bruised right quadriceps,Max Strus,Heat
1629622,1610612748,2022-23,2022-11-23,2022-11-27,4,placed on IL with right shoulder injury,Max Strus,Heat
1629623,1610612749,2021-22,2022-01-22,2022-03-14,11,placed on IL with NBA health and safety protocols; placed on IL with sprained right ankle,Lindell Wigginton,Bucks
1629625,1610612738,2021-22,2021-12-24,2021-12-28,4,placed on IL with NBA health and safety protocols,Justin Jackson (Aaron),Celtics
1629625,1610612756,2021-22,2022-01-11,2022-01-14,3,placed on IL not with team,Justin Jackson (Aaron),Suns
1629626,1610612743,2021-22,2021-12-04,2021-12-29,16,placed on IL with NBA health and safety protocols; placed on IL with NBA health and safety protocols,Bol Bol,Nuggets
1629626,1610612753,2022-23,2023-01-04,2023-01-10,6,placed on IL with COVID-19,Bol Bol,Magic
1629627,1610612740,2022-23,2022-10-25,2022-12-28,17,placed on IL with bruised lower back; placed on IL with bruised right foot; placed on IL with NBA health and safety protocols,Zion Williamson,Pelicans
1629629,1610612737,2021-22,2021-11-28,2022-01-23,25,placed on IL with sprained left wrist; placed on IL with sprained right ankle; placed on IL with sprained right ankle,Cam Reddish,Hawks
1629629,1610612752,2022-23,2022-11-20,2022-11-27,7,placed on IL with right groin injury,Cam Reddish,Knicks
1629630,1610612763,2021-22,2021-11-28,2022-04-15,53,placed on IL with sprained left knee; placed on IL with left thigh injury; placed on IL with sore left ankle; placed on IL with sore back; placed on IL with sore right knee; placed on IL with sore right knee,Ja Morant,Grizzlies
1629630,1610612763,2022-23,2022-10-29,2023-04-22,22,placed on IL; placed on IL with sore left ankle; placed on IL with right thigh injury; placed on IL with right thigh injury; placed on IL with sore left ankle; placed on IL with sore right wrist; placed on IL with right thigh injury; placed on IL with right hand injury; placed on IL with right hand injury,Ja Morant,Grizzlies
1629631,1610612737,2021-22,2021-10-25,2022-01-12,61,placed on IL with illness; placed on IL with surgery on right wrist,De'Andre Hunter,Hawks
1629631,1610612737,2022-23,2022-11-21,2023-04-07,26,placed on IL with illness; placed on IL with thigh injury; placed on IL with sprained left ankle; placed on IL with bruised left knee; placed on IL with left knee injury,De'Andre Hunter,Hawks
1629632,1610612741,2021-22,2021-10-19,2021-12-18,44,placed on IL with surgery on left shoulder; placed on IL with NBA health and safety protocols,Coby White,Bulls
1629633,1610612737,2022-23,2022-12-27,2022-12-28,1,placed on IL with illness,Jarrett Culver,Hawks
1629633,1610612763,2021-22,2021-12-23,2022-04-10,14,placed on IL with NBA health and safety protocols; placed on IL with sore right knee,Jarrett Culver,Grizzlies
1629634,1610612763,2021-22,2021-12-04,2022-03-28,29,placed on IL with sore right knee; placed on IL with sore back; placed on IL with sore left hip,Brandon Clarke,Grizzlies
1629634,1610612763,2022-23,2023-01-03,2023-01-14,11,placed on IL with sore left hip,Brandon Clarke,Grizzlies
1629635,1610612747,2021-22,2021-10-22,2022-01-27,23,placed on IL; placed on IL with sore right foot; placed on IL with NBA health and safety protocols,Sekou Doumbouya,Lakers
1629636,1610612739,2021-22,2021-10-22,2022-03-02,26,placed on IL with sprained left ankle; placed on IL with NBA health and safety protocols; placed on IL with sore lower back; placed on IL with sore lower back; placed on IL with sore lower back,Darius Garland,Cavaliers
1629636,1610612739,2022-23,2022-10-23,2023-04-15,23,placed on IL with laceration in left eye; placed on IL with right thumb injury; placed on IL with bruised right quadriceps; placed on IL with bruised left leg,Darius Garland,Cavaliers
1629638,1610612740,2021-22,2021-12-23,2021-12-31,8,placed on IL with NBA health and safety protocols,Nickeil Alexander-Walker,Pelicans
1629639,1610612748,2021-22,2021-11-18,2022-05-29,42,placed on IL with bruised right wrist; placed on IL with body soreness; placed on IL with NBA health and safety protocols; placed on IL with sore right knee; placed on IL with bruised right knee; placed on IL with sprained left knee; placed on IL with sore left knee; placed on IL with strained left groin,Tyler Herro,Heat
1629639,1610612748,2022-23,2022-11-07,2023-06-12,84,placed on IL with sprained left ankle; placed on IL with left Achilles injury; placed on IL with bruised left knee; placed on IL with bruised right quadriceps; placed on IL with fractured finger,Tyler Herro,Heat
1629640,1610612759,2021-22,2021-12-09,2022-04-10,11,placed on IL with sprained right ankle; placed on IL with NBA health and safety protocols; placed on IL with sore lower back; placed on IL with sore right knee,Keldon Johnson,Spurs
1629640,1610612759,2022-23,2022-11-02,2023-04-06,26,placed on IL with right calf injury; placed on IL with sore left ankle; placed on IL with right hamstring injury; placed on IL with left hamstring injury; placed on IL with sprained left foot; placed on IL with sore left foot; placed on IL with sore left foot; placed on IL with sprained right foot,Keldon Johnson,Spurs
1629641,1610612738,2021-22,2021-10-24,2022-01-05,11,placed on IL with left calf injury; placed on IL with sprained left ankle; placed on IL with illness,Romeo Langford,Celtics
1629641,1610612759,2021-22,2022-02-25,2022-04-06,33,placed on IL with left groin injury; placed on IL with strained right hamstring; placed on IL with left heel injury,Romeo Langford,Spurs
1629641,1610612759,2022-23,2022-11-14,2023-03-26,59,placed on IL with NBA health and safety protocols; placed on IL with left adductor injury; placed on IL with left adductor injury; placed on IL with left adductor injury; placed on IL with left adductor injury,Romeo Langford,Spurs
1629642,1610612757,2021-22,2021-11-30,2021-12-26,13,placed on IL with sprained left ankle; placed on IL with illness,Nassir Little,Blazers
1629642,1610612757,2022-23,2022-11-30,2023-03-24,50,placed on IL with strained right hip; placed on IL with illness; placed on IL with concussion protocols,Nassir Little,Blazers
1629643,1610612753,2021-22,2021-12-26,2022-03-19,11,placed on IL with NBA health and safety protocols; placed on IL with bruised left knee,Chuma Okeke,Magic
1629644,1610612748,2021-22,2021-12-29,2022-02-11,44,placed on IL with sprained right wrist,K.Z. Okpala,Heat
1629645,1610612745,2021-22,2021-11-17,2022-03-02,44,placed on IL with left thigh injury; placed on IL with bruised left thigh; placed on IL with NBA health and safety protocols; placed on IL with illness; placed on IL with sprained left ankle,Kevin Porter Jr.,Rockets
1629645,1610612745,2022-23,2022-11-18,2023-03-11,52,placed on IL with sore lower back; placed on IL with bruised left foot; placed on IL with bruised thigh,Kevin Porter Jr.,Rockets
1629646,1610612755,2021-22,2022-04-18,2022-05-02,14,placed on IL with right shoulder injury,Charles Bassey,76ers
1629647,1610612760,2021-22,2021-12-26,2022-01-04,9,placed on IL with NBA health and safety protocols,Darius Bazley,Thunder
1629647,1610612760,2022-23,2022-11-11,2022-11-21,10,placed on IL with sprained right ankle,Darius Bazley,Thunder
1629649,1610612753,2021-22,2021-12-16,2021-12-27,11,placed on IL with NBA health and safety protocols,Ignas Brazdeikis / Iggy Brazdeikis,Magic
1629652,1610612760,2021-22,2021-12-14,2022-02-07,10,placed on IL with sprained left ankle; placed on IL with sore left knee; placed on IL with facial injury,Luguentz Dort,Thunder
1629652,1610612760,2022-23,2022-12-07,2022-12-10,3,placed on IL with bruised left knee,Luguentz Dort,Thunder
1629655,1610612764,2021-22,2021-10-28,2022-02-17,17,placed on IL with bruised right quadriceps; placed on IL with sprained right thumb; placed on IL with NBA health and safety protocols,Daniel Gafford,Wizards
1629655,1610612764,2022-23,2023-01-11,2023-03-31,7,placed on IL with sprained right ankle; placed on IL with illness; placed on IL with sore left foot,Daniel Gafford,Wizards
1629656,1610612752,2021-22,2021-12-14,2022-04-03,39,placed on IL with NBA health and safety protocols; placed on IL with sore left knee; placed on IL with right knee injury; placed on IL with sore right knee,Quentin Grimes,Knicks
1629656,1610612752,2022-23,2022-10-19,2022-11-02,14,placed on IL with foot injury,Quentin Grimes,Knicks
1629658,1610612760,2021-22,2021-12-31,2022-01-06,3,placed on IL; placed on IL,Jaylen Hoard,Thunder
1629659,1610612747,2021-22,2021-10-18,2022-03-27,40,placed on IL with surgery on right thumb; placed on IL with NBA health and safety protocols; placed on IL with sprained left ankle,Talen Horton-Tucker,Lakers
1629659,1610612762,2022-23,2023-01-08,2023-01-13,5,placed on IL with sprained right ankle,Talen Horton-Tucker,Jazz
1629661,1610612751,2022-23,2023-03-08,2023-03-10,2,placed on IL with sore right knee,Cameron Johnson,Nets
1629661,1610612756,2021-22,2022-03-05,2022-04-01,27,placed on IL with bruised right quadriceps,Cameron Johnson,Suns
1629663,1610612758,2021-22,2021-10-20,2021-12-26,48,placed on IL; placed on IL; placed on IL; placed on IL with NBA health and safety protocols,Louis King,Kings
1629667,1610612755,2022-23,2023-03-15,2023-03-25,10,placed on IL with bruised right hip,Jalen McDaniels,76ers
1629667,1610612766,2021-22,2021-12-04,2022-03-08,53,placed on IL with NBA health and safety protocols; placed on IL with sprained left ankle,Jalen McDaniels,Hornets
1629669,1610612750,2021-22,2021-12-06,2022-01-15,4,placed on IL with back spasms; placed on IL with sprained left ankle,Jaylen Nowell,Timberwolves
1629669,1610612750,2022-23,2023-02-26,2023-04-11,33,placed on IL with left knee injury; placed on IL with left knee injury,Jaylen Nowell,Timberwolves
1629670,1610612749,2021-22,2021-12-28,2022-04-20,7,placed on IL; placed on IL with NBA health and safety protocols; placed on IL with sore back,Jordan Nwora,Bucks
1629671,1610612760,2021-22,2022-01-05,2022-01-07,2,placed on IL,Miye Oni,Thunder
1629671,1610612762,2021-22,2021-12-20,2021-12-23,3,placed on IL with sprained right ankle,Miye Oni,Jazz
1629673,1610612744,2021-22,2021-12-17,2021-12-29,12,placed on IL with NBA health and safety protocols,Jordan Poole,Warriors
1629674,1610612758,2021-22,2021-10-20,2021-12-30,60,placed on IL; placed on IL; placed on IL with NBA health and safety protocols,Neemias Queta,Kings
1629675,1610612750,2021-22,2021-11-15,2022-03-19,9,placed on IL with sore right foot; placed on IL with NBA health and safety protocols; placed on IL with back spasms,Naz Reid,Timberwolves
1629675,1610612750,2022-23,2022-11-11,2022-11-16,5,placed on IL,Naz Reid,Timberwolves
1629676,1610612752,2022-23,2023-04-15,2023-04-21,6,placed on IL with sprained right ankle,Isaiah Roby,Knicks
1629676,1610612759,2022-23,2022-11-02,2023-03-03,20,placed on IL with flu; placed on IL with sprained right ankle,Isaiah Roby,Spurs
1629676,1610612760,2021-22,2022-01-05,2022-03-08,23,placed on IL with NBA health and safety protocols; placed on IL with sprained right ankle; placed on IL with sore lower back,Isaiah Roby,Thunder
1629678,1610612753,2021-22,2022-04-03,2022-04-07,4,placed on IL with bruised left knee,Admiral Schofield,Magic
